animal,treatment,series,type,duration,amplitude 
1,0,65,3,0.368,65.8
1,0,66,1,,66.4
1,0,66,1,,70.9
1,0,66,1,,71.4
1,0,66,2,0.127,75.8
1,0,66,3,0.267,68.9
1,0,66,2,0.11,76.1
1,0,66,3,0.235,69.54
1,0,66,2,0.145,72.4
1,0,66,3,0.384,64.34
1,0,67,1,,70.2
1,0,67,1,,70.7
1,0,67,2,0.116,75
1,0,67,3,0.282,71.2
1,0,67,2,0.116,75.8
1,0,67,3,0.261,71.3
1,0,67,2,0.13,74.4
1,0,67,3,0.307,66.8
1,0,67,2,0.171,72.8
1,0,67,3,0.439,64.6
1,0,68,1,,68.9
1,0,68,1,,70.8
1,0,68,2,0.117,75.8
1,0,68,3,0.278,70.3
1,0,68,2,0.113,75.8
1,0,68,3,0.32,70
1,0,68,2,0.095,75.7
1,0,68,3,0.323,67.1
1,0,68,2,0.094,74.5
1,0,68,3,0.516,64.1
1,0,68,2,0.114,72.3
1,0,68,3,0.278,64.8
1,0,69,1,,65.4
1,0,69,1,,69.3
1,0,69,1,,71.1
1,0,69,2,0.119,76
1,0,69,3,0.332,69.9
1,0,69,2,0.105,76
1,0,69,3,0.293,69.7
1,0,69,2,0.132,73.8
1,0,69,3,0.335,67.3
1,0,69,2,0.179,71.6
1,0,69,3,0.416,63.9
1,0,69,2,0.14,72.5
1,0,69,3,0.505,61.1
1,0,70,1,,69.3
1,0,70,1,,71.1
1,0,70,2,0.133,75.7
1,0,70,3,0.256,69.5
1,0,70,2,0.116,75.5
1,0,70,3,0.264,71.2
1,0,70,2,0.105,74.8
1,0,70,3,0.327,67.3
1,0,70,2,0.113,74.3
1,0,70,3,0.317,64.8
1,0,70,2,0.143,71.9
1,0,70,3,0.407,63.1
1,0,71,1,,64.3
1,0,71,1,,68.9
1,0,71,2,0.175,74.8
1,0,71,3,0.284,66.9
1,0,71,2,0.153,74.9
1,0,71,3,0.272,67.2
1,0,71,2,0.143,74.3
1,0,71,3,0.3,66.3
1,0,71,2,0.182,71.7
1,0,71,3,0.307,63.8
1,0,71,2,0.117,72.7
1,0,71,3,0.387,62.6
1,0,72,1,,69.4
1,0,72,2,0.117,71.9
1,0,72,3,0.415,66.2
1,0,72,2,0.148,70
1,0,72,3,0.288,69.5
1,0,72,2,0.14,70.7
1,0,72,3,0.271,68.3
1,0,72,2,0.13,71.5
1,0,72,3,0.245,66.2
1,0,72,2,0.124,71.4
1,0,72,3,0.235,64.6
1,0,72,2,0.114,71.6
1,0,72,3,0.278,63.3
1,0,73,1,,65.9
1,0,73,1,,68.3
1,0,73,2,0.142,71
1,0,73,3,0.24,67.3
1,0,73,2,0.107,71
1,0,73,3,0.233,67.2
1,0,73,2,0.12,69.8
1,0,73,3,0.201,67.7
1,0,73,2,0.162,69.4
1,0,73,3,0.301,64.1
1,0,73,2,0.166,68.8
1,0,73,3,0.259,63
1,0,74,1,,66.8
1,0,74,1,,70.6
1,0,74,2,0.148,71.2
1,0,74,3,0.332,68.9
1,0,74,2,0.148,70.3
1,0,74,3,0.268,69.4
1,0,74,2,0.134,72
1,0,74,3,0.335,68.7
1,0,74,2,0.103,73.6
1,0,74,3,0.319,65.9
1,0,74,2,0.136,72.4
1,0,74,3,0.452,64.6
1,0,74,2,0.121,73.1
1,0,74,3,0.433,66
1,0,74,2,0.121,73.2
1,0,74,3,0.386,64.4
1,0,74,2,0.134,72.9
1,0,74,3,0.358,64.6
1,0,75,1,,63
1,0,75,1,,70
1,0,75,2,0.172,71.2
1,0,75,3,0.271,69.8
1,0,75,2,0.143,71.2
1,0,75,3,0.227,70.9
1,0,75,2,0.161,71
1,0,75,3,0.268,69.6
1,0,75,2,0.136,72.7
1,0,75,3,0.291,68.1
1,0,75,2,0.119,71.7
1,0,75,3,0.281,65.3
1,0,75,2,0.114,71.4
1,0,75,3,0.327,63.4
1,0,75,2,0.116,71.2
1,0,75,3,0.287,63
1,0,76,1,,60.7
1,0,76,1,,68.3
1,0,76,1,,70.6
1,0,76,2,0.126,75
1,0,76,3,0.21,69.2
1,0,76,2,0.133,74.5
1,0,76,3,0.21,69.3
1,0,76,2,0.136,73.9
1,0,76,3,0.246,67
1,0,76,2,0.142,72.8
1,0,76,3,0.275,65.2
1,0,76,3,0.207,59.2
1,0,77,1,,59.5
1,0,77,1,,63.4
1,0,77,1,,66
1,0,77,2,0.137,74.6
1,0,77,3,0.291,67.5
1,0,77,2,0.1,76
1,0,77,3,0.269,69.4
1,0,77,2,0.092,75.6
1,0,77,3,0.287,67.8
1,0,77,2,0.149,73.3
1,0,77,3,0.388,64.8
1,0,77,2,0.105,74.4
1,0,77,3,0.439,62.3
1,0,77,2,0.13,72.5
1,0,77,3,0.268,61.3
1,0,78,1,,62.2
1,0,78,1,,67.9
1,0,78,1,,71.3
1,0,78,2,0.166,75.6
1,0,78,3,0.412,64.6
1,0,78,2,0.153,75.9
1,0,78,3,0.319,66.6
1,0,78,2,0.158,75.6
1,0,78,3,0.404,65.2
1,0,78,3,0.269,63.2
1,0,79,1,,63.9
1,0,79,1,,67.8
1,0,79,2,0.169,74.1
1,0,79,3,0.312,67.6
1,0,79,2,0.179,73.1
1,0,79,3,0.284,68
1,0,79,2,0.15,73.1
1,0,79,3,0.317,66.5
1,0,79,2,0.172,72.8
1,0,79,3,0.375,65.7
1,0,79,2,0.175,72.6
1,0,79,3,0.316,64.7
1,0,79,2,0.119,72.7
1,0,79,3,0.476,61.1
1,0,80,2,0.136,70.6
1,0,80,3,0.248,69.8
1,0,80,2,0.133,70.1
1,0,80,3,0.242,68.3
1,0,80,2,0.146,70.1
1,0,80,3,0.336,66.3
1,0,80,2,0.161,71.7
1,0,80,3,0.377,64
1,0,80,2,0.116,72.1
1,0,80,3,0.222,63.7
1,0,81,1,,69.4
1,0,81,1,,70
1,0,81,2,0.123,74.1
1,0,81,3,0.191,69.2
1,0,81,2,0.107,74.5
1,0,81,3,0.194,69
1,0,81,2,0.15,70.7
1,0,81,3,0.226,68.3
1,0,81,2,0.153,71.7
1,0,81,3,0.246,66.5
1,0,81,2,0.143,71.6
1,0,81,3,0.554,61.7
1,0,82,1,,67.5
1,0,82,1,,69.7
1,0,82,1,,71.2
1,0,82,2,0.139,72.9
1,0,82,3,0.224,70
1,0,82,2,0.126,73
1,0,82,3,0.239,70.4
1,0,82,2,0.145,72.3
1,0,82,3,0.277,69.7
1,0,82,2,0.14,72.7
1,0,82,3,0.371,66.1
1,0,83,1,,65.8
1,0,83,1,,69.4
1,0,83,1,,70.9
1,0,83,2,0.136,76.8
1,0,83,3,0.187,71.3
1,0,83,2,0.127,77
1,0,83,3,0.198,71.2
1,0,83,2,0.097,77.7
1,0,83,3,0.28,68.9
1,0,83,2,0.129,74.7
1,0,83,3,0.467,66.3
1,0,83,2,0.129,74.3
1,0,83,3,0.313,64.3
1,0,84,1,,61.4
1,0,84,1,,66.6
1,0,84,1,,71.4
1,0,84,1,,72.2
1,0,84,2,0.159,75.6
1,0,84,3,0.206,71.1
1,0,84,2,0.142,75.2
1,0,84,3,0.232,70.7
1,0,84,2,0.139,74.3
1,0,84,3,0.265,69.1
1,0,84,2,0.172,72.7
1,0,84,3,0.346,65.7
1,0,84,2,0.163,73
1,0,84,3,0.452,63
1,0,85,1,,62.3
1,0,85,1,,66.5
1,0,85,1,,70.1
1,0,85,1,,71.6
1,0,85,2,0.13,75.2
1,0,85,3,0.24,69
1,0,85,2,0.121,74.7
1,0,85,3,0.219,69.4
1,0,85,2,0.149,72.6
1,0,85,3,0.288,67
1,0,85,2,0.094,72.5
1,0,85,3,0.336,63.2
1,0,86,1,,60.4
1,0,86,1,,65.1
1,0,86,1,,69.7
1,0,86,1,,72.3
1,0,86,2,0.113,76.5
1,0,86,3,0.214,69.7
1,0,86,2,0.13,76.2
1,0,86,3,0.2,70.5
1,0,86,2,0.12,75.3
1,0,86,3,0.259,68.3
1,0,86,2,0.123,74.6
1,0,86,3,0.39,64.1
1,0,86,2,0.153,73
1,0,87,3,0.29,63.1
1,0,87,1,,60.5
1,0,87,1,,67.5
1,0,87,1,,70.3
1,0,87,1,,70.9
1,0,87,1,,71.6
1,0,87,1,,68.6
1,0,88,1,,61.3
1,0,88,1,,66.3
1,0,88,1,,68.6
1,0,88,1,,70.1
1,0,88,1,,70.3
1,0,88,2,0.116,73.9
1,0,88,3,0.249,70.8
1,0,88,2,0.12,73.9
1,0,88,3,0.265,70.2
1,0,88,2,0.158,73.5
1,0,88,3,0.364,68.2
1,0,88,2,0.146,74.2
1,0,88,3,0.246,68.3
1,0,88,2,0.155,74.6
1,0,88,3,0.329,63.5
1,0,89,1,,61.5
1,0,89,1,,67.3
1,0,89,1,,71.7
1,0,89,2,0.166,73.7
1,0,89,3,0.238,68.9
1,0,89,2,0.171,73.1
1,0,89,3,0.229,69.5
1,0,89,2,0.161,72.3
1,0,89,3,0.325,66
1,0,89,2,0.148,72
1,0,89,3,0.342,64.5
1,0,90,1,,59.6
1,0,90,1,,65.7
1,0,90,1,,69.6
1,0,90,1,,72.1
1,0,90,2,0.175,73.2
1,0,90,3,0.243,68.8
1,0,90,2,0.166,72.5
1,0,90,3,0.249,69.3
1,0,90,2,0.168,72.8
1,0,90,3,0.316,66.4
1,0,90,2,0.134,73
1,0,90,3,0.412,64
1,0,91,1,,60.9
1,0,91,1,,66.2
1,0,91,1,,71.4
1,0,91,2,0.182,72.6
1,0,91,3,0.249,67.3
1,0,91,2,0.169,72.6
1,0,91,3,0.272,67.1
1,0,91,2,0.162,72.8
1,0,91,3,0.296,65.2
1,0,91,2,0.139,72.5
1,0,91,3,0.316,64.8
1,0,91,2,0.149,72.3
1,0,91,3,0.31,60.8
1,0,92,1,,60.8
1,0,92,1,,64.8
1,0,92,1,,70.2
1,0,92,1,,72.4
1,0,92,2,0.123,75.4
1,0,92,3,0.274,67.8
1,0,92,2,0.142,74.7
1,0,92,3,0.284,68.2
1,0,92,2,0.158,73.3
1,0,92,3,0.307,65.6
1,0,92,2,0.145,74.5
1,0,92,3,0.325,65.1
1,0,93,1,,66.4
1,0,93,1,,69.7
1,0,93,1,,71.5
1,0,93,2,0.172,74.1
1,0,93,3,0.232,68
1,0,93,2,0.169,74.8
1,0,93,3,0.214,68.3
1,0,93,2,0.183,75
1,0,93,3,0.272,67.8
1,0,93,2,0.171,74.3
1,0,93,3,0.301,65.3
1,0,93,2,0.153,73.7
1,0,93,3,0.458,62.3
1,0,93,2,0.143,71.2
1,0,93,3,0.39,61.9
4,1,94,1,,65.1
4,1,94,1,,66.2
4,1,94,2,0.163,73.9
4,1,94,3,0.499,64.5
4,1,94,2,0.17,73.4
4,1,94,3,0.294,69.4
4,1,94,2,0.188,73.1
4,1,94,3,0.322,69.2
4,1,94,2,0.159,73.5
4,1,94,3,0.266,68
4,1,94,2,0.146,73.6
4,1,94,3,0.374,66.4
4,1,94,2,0.139,74
4,1,94,3,0.724,63
4,1,94,2,0.141,73.2
4,1,94,3,0.959,60.2
4,1,95,1,,65.2
4,1,95,1,,71.6
4,1,95,2,0.129,74.2
4,1,95,3,0.256,68.6
4,1,95,2,0.116,74.4
4,1,95,3,0.245,69.1
4,1,95,2,0.149,73.6
4,1,95,3,0.219,69.4
4,1,95,2,0.139,72.9
4,1,95,3,0.523,66
4,1,95,2,0.116,74.8
4,1,95,3,0.505,65.4
4,1,95,2,0.14,75.1
4,1,95,3,0.64,65
4,1,95,2,0.137,74.1
4,1,95,3,0.577,65.2
4,1,95,2,0.126,74.9
4,1,95,3,0.891,63.3
4,0,96,1,,62.2
4,0,96,1,,70.1
4,0,96,2,0.168,71.2
4,0,96,3,0.274,68.7
4,0,96,2,0.158,71.3
4,0,96,3,0.237,68.9
4,0,96,2,0.154,67.9
4,0,96,3,0.256,68.3
4,0,96,2,0.136,72.6
4,0,96,3,0.291,67
4,0,96,2,0.117,71.5
4,0,96,3,0.281,64.1
4,0,96,2,0.116,72.4
4,0,96,3,0.319,62.2
4,0,96,2,0.115,72.4
4,0,96,3,0.294,61.8
4,0,97,1,,58.3
4,0,97,1,,67.2
4,0,97,1,,71
4,0,97,2,0.125,73.3
4,0,97,3,0.29,64.9
4,0,97,2,0.109,75.2
4,0,97,3,0.264,67.3
4,0,97,2,0.098,74.9
4,0,97,3,0.279,65.2
4,0,97,2,0.137,74.7
4,0,97,3,0.32,63.7
4,0,97,2,0.101,73.7
4,0,97,3,0.405,61.3
4,0,97,2,0.132,71.9
4,0,97,3,0.267,60.2
4,0,98,1,,61.3
4,0,98,1,,67
4,0,98,1,,70.9
4,0,98,2,0.127,74.5
4,0,98,3,0.21,67.2
4,0,98,2,0.134,73.7
4,0,98,3,0.21,66.6
4,0,98,2,0.136,72.3
4,0,98,3,0.246,64.2
4,0,98,2,0.147,71.9
4,0,98,3,0.275,62
5,1,99,1,,66.3
5,1,99,1,,70.9
5,1,99,2,0.149,80.4
5,1,99,3,0.403,71.8
5,1,99,2,0.139,80.6
5,1,99,3,0.24,75.2
5,1,99,2,0.135,81.3
5,1,99,3,0.247,74.1
5,1,99,2,0.13,81.1
5,1,99,3,0.318,71.9
5,1,99,2,0.141,79.6
5,1,99,3,0.27,69.5
5,1,99,2,0.128,79.8
5,1,99,3,0.487,68
5,1,99,2,0.138,78.4
5,1,99,3,0.664,66.2
5,1,100,1,,65.1
5,1,100,1,,71
5,1,100,1,,75.5
5,1,100,2,0.159,79.4
5,1,100,3,0.24,75.2
5,1,100,2,0.137,80.2
5,1,100,3,0.274,76.1
5,1,100,2,0.15,79.7
5,1,100,3,0.221,75.9
5,1,100,2,0.142,80
5,1,100,3,0.26,74.3
5,1,100,2,0.132,80.3
5,1,100,3,0.398,72.2
5,1,100,2,0.11,80.5
5,1,100,3,0.763,69.2
5,0,101,1,,65.3
5,0,101,1,,69.2
5,0,101,1,,75.3
5,0,101,2,0.117,81.8
5,0,101,3,0.199,74.8
5,0,101,2,0.124,81.2
5,0,101,3,0.199,74.9
5,0,101,2,0.127,80.7
5,0,101,3,0.237,72.5
5,0,101,2,0.131,79.5
5,0,101,3,0.266,70.7
5,0,101,2,0.124,80.1
5,0,101,3,0.196,64.7
5,0,102,1,,62.9
5,0,102,1,,72.9
5,0,102,1,,77.5
5,0,102,2,0.128,80.4
5,0,102,3,0.28,73.1
5,0,102,2,0.091,81.8
5,0,102,3,0.26,75
5,0,102,2,0.081,81.3
5,0,102,3,0.278,73.3
5,0,102,2,0.138,79.1
5,0,102,3,0.379,70.4
5,0,102,2,0.096,80.1
5,0,102,3,0.428,67.8
5,0,102,2,0.121,78.2
5,0,102,3,0.257,66.8
5,0,103,1,,66.8
5,0,103,1,,72.6
5,0,103,1,,76
5,0,103,2,0.157,82.4
5,0,103,3,0.401,70.1
5,0,103,2,0.144,82.7
5,0,103,3,0.31,72.1
5,0,103,2,0.147,82.4
5,0,103,3,0.335,70.7
5,0,103,2,0.151,82.8
5,0,103,3,0.258,68.8
5,1,104,1,,70.6
5,1,104,1,,75.5
5,1,104,2,0.132,78.5
5,1,104,3,0.289,75.1
5,1,104,2,0.148,78.4
5,1,104,3,0.246,76.1
5,1,104,2,0.149,79.1
5,1,104,3,0.298,75.1
5,1,104,2,0.147,80.2
5,1,104,3,0.29,73.4
5,1,104,2,0.146,80
5,1,104,3,0.53,70.2
5,1,104,2,0.118,79.6
5,1,104,3,0.626,69.4
5,1,104,2,0.093,78.8
5,1,104,3,1.24,66.4
5,1,105,1,,71.2
5,1,105,1,,76.2
5,1,105,2,0.117,79.4
5,1,105,3,0.299,75.5
5,1,105,2,0.135,79.1
5,1,105,3,0.271,75.6
5,1,105,2,0.117,80.3
5,1,105,3,0.296,74.8
5,1,105,2,0.147,79.8
5,1,105,3,0.256,72.5
5,1,105,2,0.115,79.8
5,1,105,3,0.266,72.3
5,1,105,2,0.146,79.6
5,1,105,3,0.303,72.1
5,1,106,1,,71.6
5,1,106,1,,75
5,1,106,2,0.118,79.6
5,1,106,3,0.268,74.4
5,1,106,2,0.14,79.5
5,1,106,3,0.253,75.8
5,1,106,2,0.128,80.4
5,1,106,3,0.304,76
5,1,106,2,0.148,80.4
5,1,106,3,0.34,75.8
5,1,106,2,0.147,80.6
5,1,106,3,0.348,73.3
5,1,106,2,0.119,80.6
5,1,106,3,0.298,70.9
5,0,107,1,,71.1
5,0,107,1,,71.7
5,0,107,2,0.114,80.9
5,0,107,3,0.18,74.8
5,0,107,2,0.117,81.2
5,0,107,3,0.228,74.6
5,0,107,2,0.136,77.4
5,0,107,3,0.266,73.9
5,0,107,2,0.131,78.5
5,0,107,3,0.362,72
5,0,107,2,0.132,78.3
5,0,107,3,0.545,67.2
5,0,108,1,,67.2
5,0,108,1,,69.4
5,0,108,1,,70.9
5,0,108,2,0.128,79.6
5,0,108,3,0.215,75.4
5,0,108,2,0.098,79.7
5,0,108,3,0.183,75.6
5,0,108,2,0.141,79.1
5,0,108,3,0.217,75.1
5,0,108,2,0.142,79.5
5,0,108,3,0.237,71.5
6,1,109,1,,70.6
6,1,109,1,,71.5
6,1,109,2,0.074,79.6
6,1,109,3,0.289,70.1
6,1,109,2,0.075,78.9
6,1,109,3,0.302,69
6,1,109,2,0.078,78.6
6,1,109,3,0.376,67.2
6,1,109,2,0.077,78.4
6,1,109,3,0.422,66.5
6,1,109,2,0.079,77.6
6,1,109,3,0.558,68.2
6,1,109,2,0.08,77.7
6,1,109,3,0.596,64.5
6,1,109,2,0.081,76.8
6,1,109,3,0.696,64.2
6,1,109,2,0.079,77.4
6,1,109,3,0.765,61.2
6,1,109,2,0.08,76.2
6,1,109,3,0.881,62.8
6,0,110,1,,69.5
6,0,110,1,,70.7
6,0,110,2,0.072,77.7
6,0,110,3,0.293,69.1
6,0,110,2,0.081,76.5
6,0,110,3,0.281,68
6,0,110,2,0.068,77.6
6,0,110,3,0.365,66
6,0,110,2,0.072,76.4
6,0,110,3,0.41,64.5
6,0,110,2,0.075,75.6
6,0,110,3,0.579,64.3
6,0,110,2,0.078,75.3
6,0,110,3,0.542,62.7
6,0,110,2,0.078,75
6,0,110,3,0.676,62.4
6,0,110,2,0.075,75.5
6,0,110,3,0.751,59.4
6,0,111,1,,69.9
6,0,111,1,,70.4
6,0,111,1,,70.8
6,0,111,2,0.073,79.3
6,0,111,3,0.285,70.8
6,0,111,2,0.071,78.7
6,0,111,3,0.292,68.5
6,0,111,2,0.079,78.4
6,0,111,3,0.366,68.2
6,0,111,2,0.072,78.3
6,0,111,3,0.41,66.4
6,0,111,2,0.076,77.5
6,0,111,3,0.59,67.5
2,0,112,1,,70.7
2,0,112,1,,70.5
2,0,112,1,,71.6
2,0,112,2,0.101,76.1
2,0,112,3,0.272,69.1
2,0,112,2,0.107,75.6
2,0,112,3,0.309,67.8
2,0,112,2,0.081,74.9
2,0,112,3,0.388,70.3
2,0,112,2,0.07,75.1
2,0,112,3,0.441,62.8
2,0,113,1,,65.4
2,0,113,1,,70.9
2,0,113,1,,71.4
2,0,113,2,0.096,76.3
2,0,113,3,0.23,71.3
2,0,113,2,0.101,77.7
2,0,113,3,0.281,66
2,0,113,2,0.078,76.8
2,0,113,3,0.341,70.3
2,0,113,2,0.081,77.3
2,0,113,3,0.317,68.8
2,0,113,2,0.09,76.3
2,0,113,3,0.393,71.5
2,0,114,1,,70.8
2,0,114,1,,71.1
2,0,114,2,0.063,76.4
2,0,114,3,0.294,68.5
2,0,114,2,0.093,76.5
2,0,114,3,0.341,68.7
2,0,114,2,0.092,75
2,0,114,3,0.371,67.4
2,0,114,2,0.066,75.9
2,0,114,3,0.436,65.3
2,0,114,2,0.085,75.1
2,0,114,3,0.362,63.4
2,1,115,1,,69.7
2,1,115,2,0.096,72.5
2,1,115,3,0.281,62.9
2,1,115,2,0.072,75
2,1,115,3,0.525,68
2,1,115,2,0.075,75.8
2,1,115,3,0.494,70.3
2,1,115,2,0.09,76.1
2,1,115,3,0.695,67.7
2,1,115,2,0.094,75.9
2,1,115,3,0.63,66.7
2,1,116,1,,70.6
2,1,116,1,,70.9
2,1,116,2,0.12,73.4
2,1,116,3,0.375,70
2,1,116,2,0.109,75.1
2,1,116,3,0.412,71.1
2,1,116,2,0.093,76.5
2,1,116,3,0.364,71.1
2,1,116,2,0.098,76.4
2,1,116,3,0.394,69.2
2,1,116,2,0.096,76.3
2,1,116,3,0.88,67.4
2,1,116,2,0.072,75
2,1,116,3,0.731,66.3
2,1,116,2,0.106,74.1
2,1,116,3,0.825,61.7
2,1,117,1,,70.9
2,1,117,1,,71.4
2,1,117,2,0.109,76.7
2,1,117,3,0.301,69.6
2,1,117,2,0.098,77
2,1,117,3,0.312,69.4
2,1,117,2,0.094,75.7
2,1,117,3,0.246,69.9
2,1,117,2,0.104,74.9
2,1,117,3,0.289,69
2,1,117,2,0.077,75.5
2,1,117,3,0.36,67.3
2,1,117,2,0.102,77
2,1,117,3,0.419,65.8
3,0,118,1,,64.9
3,0,118,1,,72.1
3,0,118,2,0.127,74.8
3,0,118,3,0.256,70.7
3,0,118,2,0.143,74.5
3,0,118,3,0.227,71.6
3,0,118,2,0.161,74.3
3,0,118,3,0.268,70.3
3,0,118,2,0.136,76
3,0,118,3,0.291,69
3,0,118,2,0.119,74.9
3,0,118,3,0.281,66.1
3,0,118,2,0.114,74.6
3,0,118,3,0.327,64.2
3,0,118,2,0.116,74.5
3,0,118,3,0.287,63.9
3,0,119,1,,68.8
3,0,119,1,,72.6
3,0,119,2,0.148,74.4
3,0,119,3,0.332,71
3,0,119,2,0.148,73.6
3,0,119,3,0.268,71.3
3,0,119,2,0.134,75.3
3,0,119,3,0.335,67.6
3,0,119,2,0.103,76.9
3,0,119,3,0.319,67.8
3,0,119,2,0.136,75.7
3,0,119,3,0.452,66.5
3,0,119,2,0.121,76.4
3,0,119,3,0.433,66.7
3,0,119,2,0.121,76.5
3,0,119,3,0.386,68.5
3,0,120,1,,60.6
3,0,120,1,,70.2
3,0,120,1,,74.8
3,0,120,2,0.131,78
3,0,120,3,0.265,66.2
3,0,120,2,0.1,79.6
3,0,120,3,0.269,70.2
3,0,120,2,0.092,78.8
3,0,120,3,0.287,68.6
3,0,120,2,0.149,76.7
3,0,120,3,0.388,65.5
3,0,120,2,0.105,77.7
3,0,120,3,0.439,63.1
3,0,120,2,0.13,75.9
3,0,120,3,0.268,62.1
3,1,121,1,,67.8
3,1,121,1,,74.6
3,1,121,2,0.144,77.7
3,1,121,3,0.291,71.8
3,1,121,2,0.129,78.1
3,1,121,3,0.249,72.7
3,1,121,2,0.152,76.2
3,1,121,3,0.215,72.6
3,1,121,2,0.135,75.7
3,1,121,3,0.52,69.4
3,1,121,2,0.115,77.4
3,1,121,3,0.509,68.8
3,1,121,2,0.144,77.8
3,1,121,3,0.525,67.9
3,1,121,2,0.135,77.1
3,1,121,3,0.571,68.2
3,1,121,2,0.123,78.3
3,1,121,3,0.872,66.6
3,1,122,1,,63.9
3,1,122,1,,72.2
3,1,122,2,0.129,68.9
3,1,122,3,0.383,67
3,1,122,2,0.127,77.2
3,1,122,3,0.265,70.4
3,1,122,2,0.131,77.7
3,1,122,3,0.373,68.6
3,1,122,2,0.145,76.1
3,1,122,3,0.377,67.8
3,1,122,2,0.126,77.8
3,1,122,3,0.322,67.8
3,1,122,2,0.137,75.9
3,1,122,3,0.28,66.8
3,1,122,2,0.141,74.9
3,1,122,3,0.622,67.2
3,1,122,2,0.153,76.4
3,1,122,3,0.92,62.1
3,1,123,1,,64.6
3,1,123,1,,72
3,1,123,2,0.139,76.8
3,1,123,3,0.287,67.9
3,1,123,2,0.143,77.4
3,1,123,3,0.329,71.1
3,1,123,2,0.144,77.9
3,1,123,3,0.259,70.3
3,1,123,2,0.137,77.7
3,1,123,3,0.322,68
3,1,123,2,0.149,76.2
3,1,123,3,0.289,65.7
3,1,123,2,0.141,76.4
3,1,123,3,0.495,64.2
3,1,123,2,0.144,75
3,1,123,3,0.67,62.4
